epoch  test_loss    filename
57     -6.614842    gpu0_57_-6.614842_net_detector.pth
58     -6.672051    gpu0_58_-6.672051_net_detector.pth
59     -6.667624    gpu0_59_-6.667624_net_detector.pth
60     -6.560062    gpu0_60_-6.560062_net_detector.pth
61     -6.587658    gpu0_61_-6.587658_net_detector.pth
62     -6.651377    gpu0_62_-6.651377_net_detector.pth
63     -6.6025      gpu0_63_-6.602500_net_detector.pth
64     -6.70534     gpu0_64_-6.705340_net_detector.pth
65     -6.597236    gpu0_65_-6.597236_net_detector.pth
66     -6.614366    gpu0_66_-6.614366_net_detector.pth
67     -6.715122    gpu0_67_-6.715122_net_detector.pth
68     -6.742466    gpu0_68_-6.742466_net_detector.pth
69     -6.756686    gpu0_69_-6.756686_net_detector.pth
70     -6.693995    gpu0_70_-6.693995_net_detector.pth
71     -6.650828    gpu0_71_-6.650828_net_detector.pth
72     -6.645789    gpu0_72_-6.645789_net_detector.pth
73     -6.753755    gpu0_73_-6.753755_net_detector.pth
74     -6.658429    gpu0_74_-6.658429_net_detector.pth
75     -6.750466    gpu0_75_-6.750466_net_detector.pth
76     -6.776862    gpu0_76_-6.776862_net_detector.pth
77     -6.561809    gpu0_77_-6.561809_net_detector.pth
78     -6.669149    gpu0_78_-6.669149_net_detector.pth
79     -6.630092    gpu0_79_-6.630092_net_detector.pth
80     -6.778252    gpu0_80_-6.778252_net_detector.pth
81     -6.845948    gpu0_81_-6.845948_net_detector.pth
82     -6.835582    gpu0_82_-6.835582_net_detector.pth
83     -6.759399    gpu0_83_-6.759399_net_detector.pth
84     -6.722012    gpu0_84_-6.722012_net_detector.pth
85     -6.816815    gpu0_85_-6.816815_net_detector.pth
86     -6.826909    gpu0_86_-6.826909_net_detector.pth
87     -6.838109    gpu0_87_-6.838109_net_detector.pth
88     -6.836943    gpu0_88_-6.836943_net_detector.pth
89     -6.814351    gpu0_89_-6.814351_net_detector.pth
90     -6.803706    gpu0_90_-6.803706_net_detector.pth
91     -6.847943    gpu0_91_-6.847943_net_detector.pth
92     -6.857011    gpu0_92_-6.857011_net_detector.pth
93     -6.843333    gpu0_93_-6.843333_net_detector.pth
94     -6.832841    gpu0_94_-6.832841_net_detector.pth
95     -6.853352    gpu0_95_-6.853352_net_detector.pth
96     -6.843972    gpu0_96_-6.843972_net_detector.pth
97     -6.811443    gpu0_97_-6.811443_net_detector.pth
98     -6.854596    gpu0_98_-6.854596_net_detector.pth
99     -6.83012     gpu0_99_-6.830120_net_detector.pth
100    -6.85224     gpu0_100_-6.852240_net_detector.pth
101    -6.818069    gpu0_101_-6.818069_net_detector.pth
102    -6.828777    gpu0_102_-6.828777_net_detector.pth
103    -6.839821    gpu0_103_-6.839821_net_detector.pth
104    -6.870811    gpu0_104_-6.870811_net_detector.pth
105    -6.837061    gpu0_105_-6.837061_net_detector.pth
106    -6.879321    gpu0_106_-6.879321_net_detector.pth
107    -6.851079    gpu0_107_-6.851079_net_detector.pth
108    -6.881534    gpu0_108_-6.881534_net_detector.pth
109    -6.875463    gpu0_109_-6.875463_net_detector.pth
110    -6.834244    gpu0_110_-6.834244_net_detector.pth
111    -6.884497    gpu0_111_-6.884497_net_detector.pth
112    -6.869754    gpu0_112_-6.869754_net_detector.pth
113    -6.825763    gpu0_113_-6.825763_net_detector.pth
114    -6.816203    gpu0_114_-6.816203_net_detector.pth
115    -6.908582    gpu0_115_-6.908582_net_detector.pth
116    -6.871487    gpu0_116_-6.871487_net_detector.pth
117    -6.858878    gpu0_117_-6.858878_net_detector.pth
118    -6.87618     gpu0_118_-6.876180_net_detector.pth
119    -6.903563    gpu0_119_-6.903563_net_detector.pth
120    -6.792646    gpu0_120_-6.792646_net_detector.pth
121    -6.90272     gpu0_121_-6.902720_net_detector.pth
122    -6.904192    gpu0_122_-6.904192_net_detector.pth
123    -6.913005    gpu0_123_-6.913005_net_detector.pth
124    -6.934293    gpu0_124_-6.934293_net_detector.pth
125    -6.902205    gpu0_125_-6.902205_net_detector.pth
126    -6.930652    gpu0_126_-6.930652_net_detector.pth
127    -6.926602    gpu0_127_-6.926602_net_detector.pth
128    -6.916598    gpu0_128_-6.916598_net_detector.pth
129    -6.940996    gpu0_129_-6.940996_net_detector.pth
130    -6.876391    gpu0_130_-6.876391_net_detector.pth
131    -6.929567    gpu0_131_-6.929567_net_detector.pth
132    -6.937307    gpu0_132_-6.937307_net_detector.pth
133    -6.928039    gpu0_133_-6.928039_net_detector.pth
134    -6.922372    gpu0_134_-6.922372_net_detector.pth
135    -6.923708    gpu0_135_-6.923708_net_detector.pth
136    -6.938347    gpu0_136_-6.938347_net_detector.pth
137    -6.932748    gpu0_137_-6.932748_net_detector.pth
138    -6.917916    gpu0_138_-6.917916_net_detector.pth
139    -6.930232    gpu0_139_-6.930232_net_detector.pth
140    -6.927533    gpu0_140_-6.927533_net_detector.pth
141    -6.93147     gpu0_141_-6.931470_net_detector.pth
142    -6.9019      gpu0_142_-6.901900_net_detector.pth
143    -6.876338    gpu0_143_-6.876338_net_detector.pth
144    -6.916537    gpu0_144_-6.916537_net_detector.pth
145    -6.884199    gpu0_145_-6.884199_net_detector.pth
146    -6.859251    gpu0_146_-6.859251_net_detector.pth
147    -6.931447    gpu0_147_-6.931447_net_detector.pth
148    -6.942702    gpu0_148_-6.942702_net_detector.pth
149    -6.942455    gpu0_149_-6.942455_net_detector.pth
150    -6.899397    gpu0_150_-6.899397_net_detector.pth
151    -6.927068    gpu0_151_-6.927068_net_detector.pth
152    -6.941111    gpu0_152_-6.941111_net_detector.pth
153    -6.895624    gpu0_153_-6.895624_net_detector.pth
154    -6.94354     gpu0_154_-6.943540_net_detector.pth
155    -6.924981    gpu0_155_-6.924981_net_detector.pth
156    -6.947945    gpu0_156_-6.947945_net_detector.pth
157    -6.953863    gpu0_157_-6.953863_net_detector.pth
158    -6.937195    gpu0_158_-6.937195_net_detector.pth
159    -6.950094    gpu0_159_-6.950094_net_detector.pth
160    -6.940068    gpu0_160_-6.940068_net_detector.pth
161    -6.940454    gpu0_161_-6.940454_net_detector.pth
162    -6.971617    gpu0_162_-6.971617_net_detector.pth
163    -6.933592    gpu0_163_-6.933592_net_detector.pth
164    -6.974429    gpu0_164_-6.974429_net_detector.pth
165    -6.940377    gpu0_165_-6.940377_net_detector.pth
166    -6.927797    gpu0_166_-6.927797_net_detector.pth
167    -6.984213    gpu0_167_-6.984213_net_detector.pth
168    -6.954242    gpu0_168_-6.954242_net_detector.pth
169    -6.971794    gpu0_169_-6.971794_net_detector.pth
170    -6.972891    gpu0_170_-6.972891_net_detector.pth
171    -6.962094    gpu0_171_-6.962094_net_detector.pth
172    -6.971913    gpu0_172_-6.971913_net_detector.pth
173    -6.974452    gpu0_173_-6.974452_net_detector.pth
174    -6.963285    gpu0_174_-6.963285_net_detector.pth
175    -6.931262    gpu0_175_-6.931262_net_detector.pth
176    -6.972455    gpu0_176_-6.972455_net_detector.pth
177    -6.979097    gpu0_177_-6.979097_net_detector.pth
178    -6.952493    gpu0_178_-6.952493_net_detector.pth
179    -6.959764    gpu0_179_-6.959764_net_detector.pth
180    -6.957354    gpu0_180_-6.957354_net_detector.pth
181    -6.958104    gpu0_181_-6.958104_net_detector.pth
182    -6.973136    gpu0_182_-6.973136_net_detector.pth
183    -6.958945    gpu0_183_-6.958945_net_detector.pth
184    -6.969563    gpu0_184_-6.969563_net_detector.pth
185    -6.992918    gpu0_185_-6.992918_net_detector.pth
186    -6.94561     gpu0_186_-6.945610_net_detector.pth
187    -6.947782    gpu0_187_-6.947782_net_detector.pth
188    -6.971767    gpu0_188_-6.971767_net_detector.pth
189    -6.952457    gpu0_189_-6.952457_net_detector.pth
190    -6.98444     gpu0_190_-6.984440_net_detector.pth
191    -6.956977    gpu0_191_-6.956977_net_detector.pth
192    -6.996913    gpu0_192_-6.996913_net_detector.pth
193    -6.984166    gpu0_193_-6.984166_net_detector.pth
194    -6.933011    gpu0_194_-6.933011_net_detector.pth
195    -6.97006     gpu0_195_-6.970060_net_detector.pth
196    -6.961277    gpu0_196_-6.961277_net_detector.pth
197    -6.985693    gpu0_197_-6.985693_net_detector.pth
198    -6.988833    gpu0_198_-6.988833_net_detector.pth
199    -6.978328    gpu0_199_-6.978328_net_detector.pth
200    -6.94699     gpu0_200_-6.946990_net_detector.pth
201    -6.984888    gpu0_201_-6.984888_net_detector.pth
202    -6.985529    gpu0_202_-6.985529_net_detector.pth
203    -6.981378    gpu0_203_-6.981378_net_detector.pth
204    -6.982027    gpu0_204_-6.982027_net_detector.pth
205    -6.975401    gpu0_205_-6.975401_net_detector.pth
206    -6.971182    gpu0_206_-6.971182_net_detector.pth
207    -6.973822    gpu0_207_-6.973822_net_detector.pth
208    -6.85824     gpu0_208_-6.858240_net_detector.pth
209    -6.953907    gpu0_209_-6.953907_net_detector.pth
210    -7.00523     gpu0_210_-7.005230_net_detector.pth
211    -6.947029    gpu0_211_-6.947029_net_detector.pth
212    -6.986362    gpu0_212_-6.986362_net_detector.pth
213    -6.981782    gpu0_213_-6.981782_net_detector.pth
214    -7.008314    gpu0_214_-7.008314_net_detector.pth
215    -6.9938      gpu0_215_-6.993800_net_detector.pth
216    -6.996428    gpu0_216_-6.996428_net_detector.pth
217    -6.950903    gpu0_217_-6.950903_net_detector.pth
218    -6.977483    gpu0_218_-6.977483_net_detector.pth
219    -6.985783    gpu0_219_-6.985783_net_detector.pth
220    -6.993926    gpu0_220_-6.993926_net_detector.pth
221    -6.982927    gpu0_221_-6.982927_net_detector.pth
222    -7.003898    gpu0_222_-7.003898_net_detector.pth
223    -6.998516    gpu0_223_-6.998516_net_detector.pth
224    -6.993848    gpu0_224_-6.993848_net_detector.pth
225    -6.979725    gpu0_225_-6.979725_net_detector.pth
226    -7.005255    gpu0_226_-7.005255_net_detector.pth
227    -6.987657    gpu0_227_-6.987657_net_detector.pth
228    -6.988883    gpu0_228_-6.988883_net_detector.pth
229    -6.988834    gpu0_229_-6.988834_net_detector.pth
230    -6.978422    gpu0_230_-6.978422_net_detector.pth
231    -7.015259    gpu0_231_-7.015259_net_detector.pth
232    -6.975729    gpu0_232_-6.975729_net_detector.pth
233    -6.954972    gpu0_233_-6.954972_net_detector.pth
234    -7.00632     gpu0_234_-7.006320_net_detector.pth
235    -6.991486    gpu0_235_-6.991486_net_detector.pth
236    -6.976223    gpu0_236_-6.976223_net_detector.pth
237    -6.985       gpu0_237_-6.985000_net_detector.pth
238    -6.998084    gpu0_238_-6.998084_net_detector.pth
239    -6.934234    gpu0_239_-6.934234_net_detector.pth
240    -7.006072    gpu0_240_-7.006072_net_detector.pth
241    -6.956944    gpu0_241_-6.956944_net_detector.pth
242    -7.016851    gpu0_242_-7.016851_net_detector.pth
243    -6.98698     gpu0_243_-6.986980_net_detector.pth
244    -6.938602    gpu0_244_-6.938602_net_detector.pth
245    -6.993484    gpu0_245_-6.993484_net_detector.pth
246    -6.954219    gpu0_246_-6.954219_net_detector.pth
247    -6.96893     gpu0_247_-6.968930_net_detector.pth
248    -7.005988    gpu0_248_-7.005988_net_detector.pth
249    -6.988248    gpu0_249_-6.988248_net_detector.pth
250    -6.991556    gpu0_250_-6.991556_net_detector.pth
251    -6.973893    gpu0_251_-6.973893_net_detector.pth
252    -6.999012    gpu0_252_-6.999012_net_detector.pth
253    -6.99443     gpu0_253_-6.994430_net_detector.pth
254    -6.96314     gpu0_254_-6.963140_net_detector.pth
255    -6.997085    gpu0_255_-6.997085_net_detector.pth
256    -6.97728     gpu0_256_-6.977280_net_detector.pth
257    -7.00955     gpu0_257_-7.009550_net_detector.pth
258    -6.995041    gpu0_258_-6.995041_net_detector.pth
259    -7.001333    gpu0_259_-7.001333_net_detector.pth
260    -6.989396    gpu0_260_-6.989396_net_detector.pth
261    -7.017516    gpu0_261_-7.017516_net_detector.pth
262    -7.009387    gpu0_262_-7.009387_net_detector.pth
263    -6.989442    gpu0_263_-6.989442_net_detector.pth
264    -7.009842    gpu0_264_-7.009842_net_detector.pth
265    -6.990679    gpu0_265_-6.990679_net_detector.pth
266    -7.004209    gpu0_266_-7.004209_net_detector.pth
267    -7.004108    gpu0_267_-7.004108_net_detector.pth
268    -7.012361    gpu0_268_-7.012361_net_detector.pth
269    -7.014975    gpu0_269_-7.014975_net_detector.pth
270    -7.000738    gpu0_270_-7.000738_net_detector.pth
271    -7.004528    gpu0_271_-7.004528_net_detector.pth
272    -7.004776    gpu0_272_-7.004776_net_detector.pth
273    -6.99744     gpu0_273_-6.997440_net_detector.pth
274    -6.986354    gpu0_274_-6.986354_net_detector.pth
275    -7.007246    gpu0_275_-7.007246_net_detector.pth
276    -6.980477    gpu0_276_-6.980477_net_detector.pth
277    -6.989802    gpu0_277_-6.989802_net_detector.pth
278    -7.010217    gpu0_278_-7.010217_net_detector.pth
279    -6.968294    gpu0_279_-6.968294_net_detector.pth
280    -6.986401    gpu0_280_-6.986401_net_detector.pth
281    -7.001006    gpu0_281_-7.001006_net_detector.pth
282    -7.003636    gpu0_282_-7.003636_net_detector.pth
283    -7.014462    gpu0_283_-7.014462_net_detector.pth
284    -7.011859    gpu0_284_-7.011859_net_detector.pth
285    -6.994789    gpu0_285_-6.994789_net_detector.pth
286    -7.001474    gpu0_286_-7.001474_net_detector.pth
287    -6.988023    gpu0_287_-6.988023_net_detector.pth
288    -7.002919    gpu0_288_-7.002919_net_detector.pth
289    -6.986391    gpu0_289_-6.986391_net_detector.pth
290    -7.017084    gpu0_290_-7.017084_net_detector.pth
291    -7.016601    gpu0_291_-7.016601_net_detector.pth
292    -6.99973     gpu0_292_-6.999730_net_detector.pth
293    -7.003228    gpu0_293_-7.003228_net_detector.pth
294    -7.022231    gpu0_294_-7.022231_net_detector.pth
295    -7.014236    gpu0_295_-7.014236_net_detector.pth
296    -7.009415    gpu0_296_-7.009415_net_detector.pth
297    -6.998685    gpu0_297_-6.998685_net_detector.pth
298    -7.016139    gpu0_298_-7.016139_net_detector.pth
299    -6.982001    gpu0_299_-6.982001_net_detector.pth
300    -7.008637    gpu0_300_-7.008637_net_detector.pth
301    -6.999527    gpu0_301_-6.999527_net_detector.pth
302    -7.006356    gpu0_302_-7.006356_net_detector.pth
303    -6.986216    gpu0_303_-6.986216_net_detector.pth
304    -7.001923    gpu0_304_-7.001923_net_detector.pth
305    -6.994467    gpu0_305_-6.994467_net_detector.pth
306    -6.988412    gpu0_306_-6.988412_net_detector.pth
307    -6.937093    gpu0_307_-6.937093_net_detector.pth
308    -7.004694    gpu0_308_-7.004694_net_detector.pth
309    -7.021319    gpu0_309_-7.021319_net_detector.pth
310    -6.985274    gpu0_310_-6.985274_net_detector.pth
311    -6.996705    gpu0_311_-6.996705_net_detector.pth
312    -6.905481    gpu0_312_-6.905481_net_detector.pth
313    -7.023644    gpu0_313_-7.023644_net_detector.pth
314    -7.01384     gpu0_314_-7.013840_net_detector.pth
315    -7.013363    gpu0_315_-7.013363_net_detector.pth
316    -7.020274    gpu0_316_-7.020274_net_detector.pth
317    -6.999258    gpu0_317_-6.999258_net_detector.pth
318    -7.031078    gpu0_318_-7.031078_net_detector.pth
319    -7.009413    gpu0_319_-7.009413_net_detector.pth
320    -7.02382     gpu0_320_-7.023820_net_detector.pth
321    -7.003401    gpu0_321_-7.003401_net_detector.pth
322    -7.007205    gpu0_322_-7.007205_net_detector.pth
323    -6.982205    gpu0_323_-6.982205_net_detector.pth
324    -6.993886    gpu0_324_-6.993886_net_detector.pth
325    -7.016125    gpu0_325_-7.016125_net_detector.pth
326    -6.957125    gpu0_326_-6.957125_net_detector.pth
327    -7.019116    gpu0_327_-7.019116_net_detector.pth
328    -7.012688    gpu0_328_-7.012688_net_detector.pth
329    -6.966981    gpu0_329_-6.966981_net_detector.pth
330    -7.004109    gpu0_330_-7.004109_net_detector.pth
331    -7.010257    gpu0_331_-7.010257_net_detector.pth
332    -6.969858    gpu0_332_-6.969858_net_detector.pth
333    -7.007531    gpu0_333_-7.007531_net_detector.pth
334    -7.010605    gpu0_334_-7.010605_net_detector.pth
335    -7.002771    gpu0_335_-7.002771_net_detector.pth
336    -7.008173    gpu0_336_-7.008173_net_detector.pth
337    -7.015023    gpu0_337_-7.015023_net_detector.pth
338    -6.981702    gpu0_338_-6.981702_net_detector.pth
339    -6.988689    gpu0_339_-6.988689_net_detector.pth
340    -7.010794    gpu0_340_-7.010794_net_detector.pth
341    -6.9681      gpu0_341_-6.968100_net_detector.pth
342    -7.006091    gpu0_342_-7.006091_net_detector.pth
343    -6.965443    gpu0_343_-6.965443_net_detector.pth
344    -7.018553    gpu0_344_-7.018553_net_detector.pth
345    -7.021394    gpu0_345_-7.021394_net_detector.pth
346    -7.007339    gpu0_346_-7.007339_net_detector.pth
347    -7.002849    gpu0_347_-7.002849_net_detector.pth
348    -7.014214    gpu0_348_-7.014214_net_detector.pth
349    -6.939065    gpu0_349_-6.939065_net_detector.pth
350    -7.007217    gpu0_350_-7.007217_net_detector.pth
351    -6.971       gpu0_351_-6.971000_net_detector.pth
352    -7.014297    gpu0_352_-7.014297_net_detector.pth
353    -7.013661    gpu0_353_-7.013661_net_detector.pth
354    -7.012168    gpu0_354_-7.012168_net_detector.pth
355    -6.988879    gpu0_355_-6.988879_net_detector.pth
356    -6.992078    gpu0_356_-6.992078_net_detector.pth
357    -6.987284    gpu0_357_-6.987284_net_detector.pth
358    -7.005946    gpu0_358_-7.005946_net_detector.pth
359    -7.023882    gpu0_359_-7.023882_net_detector.pth
360    -7.00068     gpu0_360_-7.000680_net_detector.pth
361    -7.009999    gpu0_361_-7.009999_net_detector.pth
362    -7.017525    gpu0_362_-7.017525_net_detector.pth
363    -7.001136    gpu0_363_-7.001136_net_detector.pth
364    -7.02584     gpu0_364_-7.025840_net_detector.pth
365    -7.006836    gpu0_365_-7.006836_net_detector.pth
366    -7.018989    gpu0_366_-7.018989_net_detector.pth
367    -7.01646     gpu0_367_-7.016460_net_detector.pth
368    -7.019578    gpu0_368_-7.019578_net_detector.pth
369    -7.007979    gpu0_369_-7.007979_net_detector.pth
370    -7.011485    gpu0_370_-7.011485_net_detector.pth
371    -6.979018    gpu0_371_-6.979018_net_detector.pth
372    -7.01265     gpu0_372_-7.012650_net_detector.pth
373    -6.978012    gpu0_373_-6.978012_net_detector.pth
374    -7.021329    gpu0_374_-7.021329_net_detector.pth
375    -7.018088    gpu0_375_-7.018088_net_detector.pth
376    -7.002609    gpu0_376_-7.002609_net_detector.pth
377    -7.020442    gpu0_377_-7.020442_net_detector.pth
378    -6.999788    gpu0_378_-6.999788_net_detector.pth
379    -7.008254    gpu0_379_-7.008254_net_detector.pth
380    -6.993606    gpu0_380_-6.993606_net_detector.pth
381    -7.002483    gpu0_381_-7.002483_net_detector.pth
382    -7.013031    gpu0_382_-7.013031_net_detector.pth
383    -7.016138    gpu0_383_-7.016138_net_detector.pth
384    -7.016072    gpu0_384_-7.016072_net_detector.pth
385    -7.004464    gpu0_385_-7.004464_net_detector.pth
386    -6.994804    gpu0_386_-6.994804_net_detector.pth
387    -7.026182    gpu0_387_-7.026182_net_detector.pth
388    -7.01637     gpu0_388_-7.016370_net_detector.pth
389    -7.02091     gpu0_389_-7.020910_net_detector.pth
390    -6.996599    gpu0_390_-6.996599_net_detector.pth
391    -7.013639    gpu0_391_-7.013639_net_detector.pth
392    -7.001928    gpu0_392_-7.001928_net_detector.pth
393    -6.986019    gpu0_393_-6.986019_net_detector.pth
394    -7.00771     gpu0_394_-7.007710_net_detector.pth
395    -6.986109    gpu0_395_-6.986109_net_detector.pth
396    -6.990921    gpu0_396_-6.990921_net_detector.pth
397    -6.999633    gpu0_397_-6.999633_net_detector.pth
398    -6.99086     gpu0_398_-6.990860_net_detector.pth
399    -7.000414    gpu0_399_-7.000414_net_detector.pth
400    -7.003375    gpu0_400_-7.003375_net_detector.pth
401    -7.015505    gpu0_401_-7.015505_net_detector.pth
402    -7.003991    gpu0_402_-7.003991_net_detector.pth
403    -7.002802    gpu0_403_-7.002802_net_detector.pth
404    -7.019651    gpu0_404_-7.019651_net_detector.pth
405    -6.998541    gpu0_405_-6.998541_net_detector.pth
406    -7.000358    gpu0_406_-7.000358_net_detector.pth
407    -7.002582    gpu0_407_-7.002582_net_detector.pth
408    -7.01065     gpu0_408_-7.010650_net_detector.pth
409    -6.992833    gpu0_409_-6.992833_net_detector.pth
410    -6.974792    gpu0_410_-6.974792_net_detector.pth
411    -6.977374    gpu0_411_-6.977374_net_detector.pth
412    -7.011073    gpu0_412_-7.011073_net_detector.pth
413    -6.989797    gpu0_413_-6.989797_net_detector.pth
414    -7.001126    gpu0_414_-7.001126_net_detector.pth
415    -7.003139    gpu0_415_-7.003139_net_detector.pth
416    -7.0051      gpu0_416_-7.005100_net_detector.pth
417    -7.008729    gpu0_417_-7.008729_net_detector.pth
418    -7.009215    gpu0_418_-7.009215_net_detector.pth
419    -6.980944    gpu0_419_-6.980944_net_detector.pth
420    -7.020853    gpu0_420_-7.020853_net_detector.pth
421    -7.017608    gpu0_421_-7.017608_net_detector.pth
422    -7.011128    gpu0_422_-7.011128_net_detector.pth
423    -7.032771    gpu0_423_-7.032771_net_detector.pth
424    -7.012547    gpu0_424_-7.012547_net_detector.pth
425    -7.016708    gpu0_425_-7.016708_net_detector.pth
426    -7.006217    gpu0_426_-7.006217_net_detector.pth
427    -7.012289    gpu0_427_-7.012289_net_detector.pth
428    -7.021955    gpu0_428_-7.021955_net_detector.pth
429    -6.981916    gpu0_429_-6.981916_net_detector.pth
430    -6.989478    gpu0_430_-6.989478_net_detector.pth
431    -6.998936    gpu0_431_-6.998936_net_detector.pth
432    -6.996286    gpu0_432_-6.996286_net_detector.pth
433    -7.00934     gpu0_433_-7.009340_net_detector.pth
434    -6.988863    gpu0_434_-6.988863_net_detector.pth
435    -6.983921    gpu0_435_-6.983921_net_detector.pth
436    -7.027006    gpu0_436_-7.027006_net_detector.pth
437    -6.989162    gpu0_437_-6.989162_net_detector.pth
438    -6.98035     gpu0_438_-6.980350_net_detector.pth
439    -6.995788    gpu0_439_-6.995788_net_detector.pth
440    -6.986091    gpu0_440_-6.986091_net_detector.pth
441    -6.994495    gpu0_441_-6.994495_net_detector.pth
442    -6.997168    gpu0_442_-6.997168_net_detector.pth
443    -7.018069    gpu0_443_-7.018069_net_detector.pth
444    -6.974222    gpu0_444_-6.974222_net_detector.pth
445    -7.018832    gpu0_445_-7.018832_net_detector.pth
446    -7.018998    gpu0_446_-7.018998_net_detector.pth
447    -7.008453    gpu0_447_-7.008453_net_detector.pth
448    -7.0063      gpu0_448_-7.006300_net_detector.pth
449    -6.9899      gpu0_449_-6.989900_net_detector.pth
450    -6.999206    gpu0_450_-6.999206_net_detector.pth
451    -7.013853    gpu0_451_-7.013853_net_detector.pth
452    -6.980759    gpu0_452_-6.980759_net_detector.pth
453    -7.00676     gpu0_453_-7.006760_net_detector.pth
454    -7.006276    gpu0_454_-7.006276_net_detector.pth
455    -6.993899    gpu0_455_-6.993899_net_detector.pth
456    -7.014132    gpu0_456_-7.014132_net_detector.pth
457    -7.001916    gpu0_457_-7.001916_net_detector.pth
458    -7.007553    gpu0_458_-7.007553_net_detector.pth
459    -7.023339    gpu0_459_-7.023339_net_detector.pth
460    -7.00885     gpu0_460_-7.008850_net_detector.pth
461    -7.013287    gpu0_461_-7.013287_net_detector.pth
462    -7.023896    gpu0_462_-7.023896_net_detector.pth
463    -6.998497    gpu0_463_-6.998497_net_detector.pth
464    -7.010957    gpu0_464_-7.010957_net_detector.pth
465    -6.975921    gpu0_465_-6.975921_net_detector.pth
466    -6.974797    gpu0_466_-6.974797_net_detector.pth
467    -6.979466    gpu0_467_-6.979466_net_detector.pth
468    -7.007015    gpu0_468_-7.007015_net_detector.pth
469    -7.014522    gpu0_469_-7.014522_net_detector.pth
470    -6.982057    gpu0_470_-6.982057_net_detector.pth
471    -7.015759    gpu0_471_-7.015759_net_detector.pth
472    -6.990646    gpu0_472_-6.990646_net_detector.pth
473    -7.00498     gpu0_473_-7.004980_net_detector.pth
474    -7.01603     gpu0_474_-7.016030_net_detector.pth
475    -7.034979    gpu0_475_-7.034979_net_detector.pth
476    -6.984735    gpu0_476_-6.984735_net_detector.pth
477    -7.031736    gpu0_477_-7.031736_net_detector.pth
478    -6.922381    gpu0_478_-6.922381_net_detector.pth
479    -7.014307    gpu0_479_-7.014307_net_detector.pth
480    -7.003829    gpu0_480_-7.003829_net_detector.pth
