epoch  test_loss    filename
481    -7.010918    gpu0_481_-7.010918_net_detector.pth
482    -6.999116    gpu0_482_-6.999116_net_detector.pth
483    -7.001338    gpu0_483_-7.001338_net_detector.pth
484    -7.032226    gpu0_484_-7.032226_net_detector.pth
485    -7.009926    gpu0_485_-7.009926_net_detector.pth
486    -7.003415    gpu0_486_-7.003415_net_detector.pth
487    -7.02189     gpu0_487_-7.021890_net_detector.pth
488    -7.021316    gpu0_488_-7.021316_net_detector.pth
489    -7.027325    gpu0_489_-7.027325_net_detector.pth
490    -7.03599     gpu0_490_-7.035990_net_detector.pth
491    -7.018267    gpu0_491_-7.018267_net_detector.pth
492    -6.988122    gpu0_492_-6.988122_net_detector.pth
493    -6.988388    gpu0_493_-6.988388_net_detector.pth
494    -6.94067     gpu0_494_-6.940670_net_detector.pth
495    -7.029832    gpu0_495_-7.029832_net_detector.pth
496    -6.966302    gpu0_496_-6.966302_net_detector.pth
497    -7.011451    gpu0_497_-7.011451_net_detector.pth
498    -7.011694    gpu0_498_-7.011694_net_detector.pth
499    -7.012747    gpu0_499_-7.012747_net_detector.pth
500    -7.013713    gpu0_500_-7.013713_net_detector.pth

============================================================
✅ 最优模型（loss 最小）：
epoch: 490
test_loss: -7.03599
filename: gpu0_490_-7.035990_net_detector.pth
